Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Assign""), 30)",Chrome 103.0.5060.66,,,2022-07-06 10:02:31,2022-07-06 10:02:32,1.367s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Assign""))",Chrome 103.0.5060.66,,,2022-07-06 10:02:32,2022-07-06 10:02:33,0.468s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/button_Ya""))",Chrome 103.0.5060.66,,,2022-07-06 10:02:33,2022-07-06 10:02:33,0.558s,PASSED
delay(5),Chrome 103.0.5060.66,,,2022-07-06 10:02:33,2022-07-06 10:02:38,5.011s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Tab Sales""))",Chrome 103.0.5060.66,,,2022-07-06 10:02:38,2022-07-06 10:02:40,1.423s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Whitelist Release SPK (bypass payment delay)/Tab Whitelist Release SPK (bypass payment delay)""))",Chrome 103.0.5060.66,,,2022-07-06 10:02:40,2022-07-06 10:02:41,0.980s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Whitelist Release SPK (bypass payment delay)/Approve""))",Chrome 103.0.5060.66,,,2022-07-06 10:02:41,2022-07-06 10:02:42,1.122s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Whitelist Release SPK (bypass payment delay)/button Ya for Approve""))",Chrome 103.0.5060.66,,,2022-07-06 10:02:42,2022-07-06 10:02:42,0.586s,PASSED
delay(5),Chrome 103.0.5060.66,,,2022-07-06 10:02:42,2022-07-06 10:02:47,5.008s,PASSED
closeBrowser(),Chrome 103.0.5060.66,,,2022-07-06 10:02:47,2022-07-06 10:02:48,0.721s,PASSED
,,,,,,,
Test Cases/SKT ERP/Production/3 - 2B_ Verify Calculated Values in Work Order (box layer1 layer2),Chrome 103.0.5060.66,,,2022-07-06 10:02:48,2022-07-06 10:04:03,1m - 14.763s,FAILED
"openBrowser("""")",Chrome 103.0.5060.66,,,2022-07-06 10:02:49,2022-07-06 10:02:50,1.349s,PASSED
"navigateToUrl(""http://localhost:3001/login"")",Chrome 103.0.5060.66,,,2022-07-06 10:02:50,2022-07-06 10:02:52,1.553s,PASSED
"setText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_username""), ""devshelly"")",Chrome 103.0.5060.66,,,2022-07-06 10:02:52,2022-07-06 10:02:53,0.969s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/input_login_password""), ""bD8Rq1FIAurX2vfab/lFTQ=="")",Chrome 103.0.5060.66,,,2022-07-06 10:02:53,2022-07-06 10:02:53,0.499s,PASSED
maximizeWindow(),Chrome 103.0.5060.66,,,2022-07-06 10:02:53,2022-07-06 10:02:53,0.145s,PASSED
driver = getWebDriver(),Chrome 103.0.5060.66,,,2022-07-06 10:02:53,2022-07-06 10:02:53,0.023s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Login/button_login""))",Chrome 103.0.5060.66,,,2022-07-06 10:02:53,2022-07-06 10:02:54,0.471s,PASSED
"click(findTestObject(""Object Repository/Page_SKT ERP  ERP/Tab Sales/Tab Sales""))",Chrome 103.0.5060.66,,,2022-07-06 10:02:54,2022-07-06 10:02:56,2.133s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Tab Release Sales Order""))",Chrome 103.0.5060.66,,,2022-07-06 10:02:56,2022-07-06 10:02:57,1.216s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Button Filters""))",Chrome 103.0.5060.66,,,2022-07-06 10:02:57,2022-07-06 10:03:28,30.445s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Filters by No SO""))",Chrome 103.0.5060.66,,,2022-07-06 10:03:28,2022-07-06 10:03:33,5.255s,PASSED
noSalesOrder = noSalesOrderBoxLayer,Chrome 103.0.5060.66,,,2022-07-06 10:03:33,2022-07-06 10:03:33,0.000s,PASSED
qtySalesOrder = qtySalesOrderBoxLayer,Chrome 103.0.5060.66,,,2022-07-06 10:03:33,2022-07-06 10:03:33,0.002s,PASSED
newQty = Float.parseFloat(qtySalesOrder),Chrome 103.0.5060.66,,,2022-07-06 10:03:33,2022-07-06 10:03:33,0.010s,PASSED
"setText(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/Filters by No SO""), noSalesOrder)",Chrome 103.0.5060.66,,,2022-07-06 10:03:33,2022-07-06 10:03:34,0.958s,PASSED
"click(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/button Search in Filters""))",Chrome 103.0.5060.66,,,2022-07-06 10:03:34,2022-07-06 10:03:35,0.627s,PASSED
"scrollToElement(findTestObject(""Page_SKT ERP  ERP/Tab Sales/Release Sales Order/button Search in Filters""), 30)",Chrome 103.0.5060.66,,,2022-07-06 10:03:35,2022-07-06 10:03:36,1.290s,PASSED
delay(3),Chrome 103.0.5060.66,,,2022-07-06 10:03:36,2022-07-06 10:03:39,3.003s,PASSED
"Table = driver.findElement(By.xpath(""/html[1]/body[1]/div[1]/div[1]/main[1]/section[1]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]/table[1]/tbody[1]""))",Chrome 103.0.5060.66,,,2022-07-06 10:03:39,2022-07-06 10:03:39,0.339s,PASSED
"rows_table = Table.findElements(By.tagName(""tr""))",Chrome 103.0.5060.66,,,2022-07-06 10:03:39,2022-07-06 10:03:40,0.408s,PASSED
rows_count = rows_table.size(),Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
isiTable = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
outkrts = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
corr = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
beratbox = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
beratorder = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
berattrim = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
BeratSubstance1 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
BeratSubstance2 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
BeratSubstance3 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
BeratSubstance4 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
BeratSubstance5 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.000s,PASSED
noSPKperItem = new java.util.ArrayList(),Chrome 103.0.5060.66,,,2022-07-06 10:03:40,2022-07-06 10:03:40,0.016s,PASSED
"for ([row = 0, row < rows_count, (row++)])",Chrome 103.0.5060.66,Loop will execute for all the rows of the table,,2022-07-06 10:03:40,2022-07-06 10:03:41,0.938s,PASSED
allValues = new java.util.ArrayList(),Chrome 103.0.5060.66,,,2022-07-06 10:03:41,2022-07-06 10:03:41,0.000s,PASSED
array_count = noSPKperItem.size(),Chrome 103.0.5060.66,,,2022-07-06 10:03:41,2022-07-06 10:03:41,0.000s,PASSED
"for ([arr = 0, arr < array_count, (arr++)])",Chrome 103.0.5060.66,,,2022-07-06 10:03:41,2022-07-06 10:04:02,21.459s,FAILED
qty = newQty,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
lebarKertasMinimum_box = 1450,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
width_box = 470,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
outkertas_box = 3,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
expected_outkrts_box = outkertas_box,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
actual_otkrts_box = allValues[0],Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
"verifyMatch(actual_otkrts_box, expected_outkrts_box, false)",Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.017s,FAILED
constantDoubleJoint_box = 1,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
out_box = outkertas_box,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
outKnife_box = 1,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
corrBox = constantDoubleJoint_box * Math.floor(newQty / out_box / outKnife_box),Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
expected_corr_box = corrBox,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
actual_corr_box = allValues[1],Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
"verifyMatch(actual_corr_box, expected_corr_box, false)",Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.016s,FAILED
weightSheetNettoGram_box = 344.72,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
weight_box = constantDoubleJoint_box * weightSheetNettoGram_box * newQty / 1000,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
beratBoxBox = Math.ceil(weight_box / qty * 1000 * 100) / 100,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
expected_beratbox_box = beratBoxBox,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
actual_beratbox_box = allValues[2],Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
"verifyMatch(actual_beratbox_box, expected_beratbox_box, false)",Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,FAILED
beratOrderBox = Math.ceil(weight_box * 100) / 100,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
expected_beratorder_box = beratOrderBox,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
actual_beratorder_box = allValues[3],Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
"verifyMatch(actual_beratorder_box, expected_beratorder_box, false)",Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.013s,FAILED
trimWasteGram_box = 29.34,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
beratTrimBox = qty / out_box * trimWasteGram_box / 1000,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
expected_berattrim_box = beratTrimBox,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
actual_berattrim_box = allValues[4],Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
"verifyMatch(actual_berattrim_box, expected_berattrim_box, false)",Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,FAILED
qValuebox1 = 150,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
sheetLengthBox1 = 1536,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
minLebarMmSheetBox1 = 1450,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
identifierBox1 = 1,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
beratSubstanceBox1 = qValuebox1 / 1000 * sheetLengthBox1 / 1000 * minLebarMmSheetBox1 / 1000 * identifierBox1 * corrBox,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
expected_beratsubstance1_box = beratSubstanceBox1.round(2),Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.016s,PASSED
actual_beratsubstance1_box = allValues[5],Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
"verifyMatch(actual_beratsubstance1_box, expected_beratsubstance1_box, false)",Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,FAILED
qValuebox2 = 0,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
sheetLengthBox2 = 1536,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
minLebarMmSheetBox2 = 1450,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
identifierBox2 = 1.33,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
beratSubstanceBox2 = qValuebox2 / 1000 * sheetLengthBox2 / 1000 * minLebarMmSheetBox2 / 1000 * identifierBox2 * corrBox,Chrome 103.0.5060.66,,,2022-07-06 10:04:02,2022-07-06 10:04:02,0.000s,PASSED
